Ga0063087|Ga0063087_1003755 E Predicted Eukaryotic  rRNA (1093 bp) From domain V5r to V5r on main strand	k:Bacteria(1.0000),d:FCB(1.0000),p:Bacteroidetes-Bacteroidetes_X(1.0000),c:Bacteroidia(1.0000),o:Flavobacteriales(1.0000),f:Cryomorphaceae(1.0000),g:NS10_marine_group(1.0000),s:NS10_marine_group_sp.(1.0000)	+	k:Bacteria,d:FCB,p:Bacteroidetes-Bacteroidetes_X,c:Bacteroidia,o:Flavobacteriales,f:Cryomorphaceae,g:NS10_marine_group,s:NS10_marine_group_sp.
Ga0063087|Ga0063087_1000138 E Predicted Eukaryotic  rRNA (1022 bp) From domain V5r to V5r on main strand	k:Eukaryota:plas(1.0000),d:Haptista:plas(1.0000),p:Haptophyta:plas-Haptophyta_X:plas(1.0000),c:Prymnesiophyceae:plas(1.0000),o:Phaeocystales:plas(0.9900),f:Phaeocystaceae:plas(0.9801),g:Phaeocystis:plas(0.9703),s:Phaeocystis_sp.:plas(0.8733)	+	k:Eukaryota:plas,d:Haptista:plas,p:Haptophyta:plas-Haptophyta_X:plas,c:Prymnesiophyceae:plas,o:Phaeocystales:plas,f:Phaeocystaceae:plas,g:Phaeocystis:plas,s:Phaeocystis_sp.:plas
Ga0063087|Ga0063087_1003988 E Predicted Eukaryotic  rRNA (328 bp) From domain V1l to V2r on main strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Telonemia-Telonemia_X(1.0000),c:Telonemia_XX(1.0000),o:Telonemia_XXX(1.0000),f:Telonemia-Group-2(1.0000),g:Telonema-Group-2(0.7900),s:Telonema_antarcticum(0.6241)	+	k:Eukaryota,d:TSAR,p:Telonemia-Telonemia_X,c:Telonemia_XX,o:Telonemia_XXX,f:Telonemia-Group-2
Ga0063087|Ga0063087_1004007 E Predicted Eukaryotic  rRNA (1445 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9900),d:FCB(0.9801),p:Bacteroidetes-Bacteroidetes_X(0.9703),c:Bacteroidia(0.9606),o:Flavobacteriales(0.8453),f:NS7_marine_group(0.2367),g:NS7_marine_group_X(0.0663),s:NS7_marine_group_X_sp.(0.0186)	+	k:Bacteria,d:FCB,p:Bacteroidetes-Bacteroidetes_X,c:Bacteroidia,o:Flavobacteriales
Ga0063087|Ga0063087_1003530 E Predicted Eukaryotic  rRNA (99 bp) From domain V1l to V2l on main strand	k:Eukaryota(1.0000),d:Haptista(1.0000),p:Centroplasthelida-Centroplasthelida_X(1.0000),c:Centroplasthelida_XX(0.5200),o:Centroplasthelida_XXX(0.2704),f:Centroplasthelida_XXXX(0.1406),g:Centroplasthelida_XXXXX(0.0731),s:Centroplasthelida_XXXXX_sp.(0.0380)	+	k:Eukaryota,d:Haptista,p:Centroplasthelida-Centroplasthelida_X
Ga0063087|Ga0063087_1006745 E Predicted Eukaryotic  rRNA (1084 bp) From domain V9l to V9l on main strand	k:Eukaryota(0.9900),d:TSAR(0.4257),p:Stramenopiles-Gyrista(0.1575),c:Bacillariophyceae(0.0457),o:Bacillariales(0.0123),f:Bacillariaceae(0.0033),g:Fragilariopsis(0.0009),s:Fragilariopsis_kerguelensis(0.0002)	+	k:Eukaryota
Ga0063087|Ga0063087_1005112 E Predicted Eukaryotic  rRNA (1399 bp) From domain V7l to V9l on main strand	k:Eukaryota(1.0000),d:TSAR(0.9600),p:Stramenopiles-Gyrista(0.8928),c:Coscinodiscophyceae(0.5625),o:Coscinodiscales(0.3375),f:Hemidiscaceae(0.2025),g:Actinocyclus(0.1215),s:Actinocyclus_sp.(0.0693)	+	k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista
Ga0063087|Ga0063087_1008046 E Predicted Eukaryotic  rRNA (486 bp) From domain V7l to V9r on main strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Stramenopiles-Bigyra(1.0000),c:Opalozoa(1.0000),o:Nanomonadea(1.0000),f:MAST-3(1.0000),g:MAST-3D(0.4900),s:MAST-3D_sp.(0.2401)	+	k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Opalozoa,o:Nanomonadea,f:MAST-3
Ga0063087|Ga0063087_1009497 E Predicted Eukaryotic  rRNA (604 bp) From domain V5r to V5r on main strand	k:Eukaryota:plas(1.0000),d:Cryptista:plas(1.0000),p:Cryptophyta:plas-Cryptophyta_X:plas(1.0000),c:Cryptophyceae:plas(1.0000),o:Cryptomonadales:plas(1.0000),f:Cryptomonadales_X:plas(1.0000),g:Teleaulax:plas(0.7300),s:Teleaulax_amphioxeia:plas(0.2847)	+	k:Eukaryota:plas,d:Cryptista:plas,p:Cryptophyta:plas-Cryptophyta_X:plas,c:Cryptophyceae:plas,o:Cryptomonadales:plas,f:Cryptomonadales_X:plas
Ga0063087|Ga0063087_1009447 E Predicted Eukaryotic  rRNA (1702 bp) From domain V1l to V9l on main strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Alveolata-Dinoflagellata(1.0000),c:Dinophyceae(1.0000),o:Dinophyceae_X(1.0000),f:Dinophyceae_XX(1.0000),g:Dinophyceae_XXX(1.0000),s:Dinophyceae_XXX_sp.(1.0000)	+	k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyceae,o:Dinophyceae_X,f:Dinophyceae_XX,g:Dinophyceae_XXX,s:Dinophyceae_XXX_sp.
Ga0063087|Ga0063087_1010535 E Predicted Eukaryotic  rRNA (981 bp) From domain V7r to V9l on main strand	k:Eukaryota(1.0000),d:TSAR(0.6900),p:Telonemia-Telonemia_X(0.3726),c:Telonemia_XX(0.2012),o:Telonemia_XXX(0.1087),f:Telonemia-Group-2(0.0587),g:Telonema-Group-2(0.0205),s:Telonema_antarcticum(0.0072)	+	k:Eukaryota
Ga0063087|Ga0063087_1010108 E Predicted Eukaryotic  rRNA (398 bp) From domain V1l to V2r on main strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Stramenopiles-Bigyra(1.0000),c:Opalozoa(1.0000),o:Nanomonadea(1.0000),f:MAST-3(1.0000),g:MAST-3B(0.8300),s:MAST-3B_sp.(0.6889)	+	k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Opalozoa,o:Nanomonadea,f:MAST-3,g:MAST-3B
Ga0063087|Ga0063087_1009837 E Predicted Eukaryotic  rRNA (500 bp) From domain V7l to V9l on main strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Stramenopiles-Gyrista(1.0000),c:Gyrista_X(1.0000),o:Gyrista_XX(1.0000),f:MAST-1(1.0000),g:MAST-1C(1.0000),s:MAST-1C_sp.(1.0000)	+	k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Gyrista_X,o:Gyrista_XX,f:MAST-1,g:MAST-1C,s:MAST-1C_sp.
