Ga0497459|Ga0497459_009618 E Predicted Eukaryotic  rRNA (803 bp) From domain V5r to V5r on main strand	k:Eukaryota(0.5100),d:TSAR(0.1326),p:Stramenopiles-Gyrista(0.0186),c:Bacillariophyceae(0.0024),o:Bacillariales(0.0003),f:Bacillariaceae(0.0000),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	+	
Ga0497459|Ga0497459_014241 E Predicted Eukaryotic  rRNA (692 bp) From domain V5r to V5r on main strand	k:Eukaryota(0.6100),d:TSAR(0.1830),p:Stramenopiles-Gyrista(0.0110),c:Bacillariophyceae(0.0007),o:Bacillariales(0.0000),f:Bacillariaceae(0.0000),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	+	
Ga0497459|Ga0497459_007639 E Predicted Eukaryotic  rRNA (874 bp) From domain V5r to V5r on complementary strand	k:Eukaryota(0.7000),d:TSAR(0.1680),p:Stramenopiles-Gyrista(0.0286),c:Bacillariophyceae(0.0037),o:Bacillariales(0.0005),f:Bacillariaceae(0.0001),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	+	
Ga0497459|Ga0497459_001752 E Predicted Eukaryotic  rRNA (1454 bp) From domain V5r to V5r on main strand	k:Eukaryota(0.8800),d:TSAR(0.4048),p:Stramenopiles-Gyrista(0.1174),c:Bacillariophyceae(0.0305),o:Bacillariales(0.0073),f:Bacillariaceae(0.0018),g:Fragilariopsis(0.0004),s:Fragilariopsis_kerguelensis(0.0001)	+	k:Eukaryota
Ga0497459|Ga0497459_031205 E Predicted Eukaryotic  rRNA (504 bp) From domain V5r to V5r on main strand	k:Eukaryota(0.8800),d:Excavata(0.1408),p:Metamonada-Preaxostyla(0.0183),c:Preaxostyla_X(0.0024),o:Oxymonadida(0.0003),f:Polymastigidae(0.0000),g:Monocercomonoides(0.0000),s:Monocercomonoides_communis(0.0000)	+	k:Eukaryota
Ga0497459|Ga0497459_027583 E Predicted Eukaryotic  rRNA (531 bp) From domain V5r to V5r on main strand	k:Eukaryota(0.9100),d:TSAR(0.3367),p:Stramenopiles-Gyrista(0.0774),c:Bacillariophyceae(0.0116),o:Bacillariales(0.0016),f:Bacillariaceae(0.0002),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	-	k:Eukaryota
Ga0497459|Ga0497459_032676 E Predicted Eukaryotic  rRNA (495 bp) From domain V5r to V5r on complementary strand	k:Eukaryota(0.4400),d:TSAR(0.1276),p:Stramenopiles-Gyrista(0.0140),c:Bacillariophyceae(0.0015),o:Bacillariales(0.0001),f:Bacillariaceae(0.0000),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	+	
Ga0497459|Ga0497459_034656 E Predicted Eukaryotic  rRNA (482 bp) From domain V5r to V5r on complementary strand	k:Eukaryota(0.8300),d:TSAR(0.2905),p:Stramenopiles-Gyrista(0.0523),c:Peronosporomycetes(0.0052),o:Peronosporomycetes_X(0.0005),f:Peronosporomycetes_XX(0.0001),g:Chlamydomyzium(0.0000),s:Chlamydomyzium_sp.(0.0000)	+	k:Eukaryota
Ga0497459|Ga0497459_053415 E Predicted Eukaryotic  rRNA (403 bp) From domain V5r to V5r on main strand	k:Eukaryota(0.4700),d:TSAR(0.0940),p:Stramenopiles-Gyrista(0.0113),c:Bacillariophyceae(0.0011),o:Bacillariales(0.0001),f:Bacillariaceae(0.0000),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	+	
Ga0497459|Ga0497459_057100 E Predicted Eukaryotic  rRNA (392 bp) From domain V5r to V5r on complementary strand	k:Eukaryota(0.5700),d:TSAR(0.1995),p:Alveolata-Ciliophora(0.0160),c:Oligohymenophorea(0.0010),o:Hymenostomatia(0.0001),f:Tetrahymenida(0.0000),g:Tetrahymena(0.0000),s:Tetrahymena_rostrata(0.0000)	+	
Ga0497459|Ga0497459_079819 E Predicted Eukaryotic  rRNA (342 bp) From domain V2l to V2l on main strand	k:Eukaryota(0.9700),d:TSAR(0.2134),p:Alveolata-Ciliophora(0.0171),c:Oligohymenophorea(0.0009),o:Hymenostomatia(0.0000),f:Tetrahymenida(0.0000),g:Tetrahymena(0.0000),s:Tetrahymena_rostrata(0.0000)	+	k:Eukaryota
Ga0497459|Ga0497459_057966 E Predicted Eukaryotic  rRNA (389 bp) From domain V4l to V4l on complementary strand	k:Eukaryota(0.8700),d:TSAR(0.4437),p:Stramenopiles-Gyrista(0.1242),c:Bacillariophyceae(0.0298),o:Bacillariales(0.0069),f:Bacillariaceae(0.0016),g:Fragilariopsis(0.0004),s:Fragilariopsis_kerguelensis(0.0001)	-	k:Eukaryota
