Ga0335041|Ga0335041_0000371 E Predicted Eukaryotic  rRNA (1285 bp) From domain V5r to V5r on main strand	k:Bacteria(1.0000),d:PVC(0.9900),p:Verrucomicrobia-Verrucomicrobia_X(0.9801),c:Verrucomicrobiae(0.9703),o:Verrucomicrobiales(0.8053),f:Verrucomicrobiaceae(0.6684),g:Verrucomicrobiaceae_X(0.5548),s:Verrucomicrobiaceae_X_sp.(0.4605)	+	k:Bacteria,d:PVC,p:Verrucomicrobia-Verrucomicrobia_X,c:Verrucomicrobiae,o:Verrucomicrobiales
Ga0335041|Ga0335041_0000142 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9200),d:PANNAM(0.8188),p:Proteobacteria-Proteobacteria_X(0.7287),c:Alphaproteobacteria(0.4445),o:Paracaedibacterales(0.0934),f:Paracaedibacteraceae(0.0196),g:Paracaedibacteraceae_X(0.0020),s:Paracaedibacteraceae_X_sp.(0.0002)	+	k:Bacteria,d:PANNAM
Ga0335041|Ga0335041_0000455 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9700),d:PVC(0.8730),p:Verrucomicrobia-Verrucomicrobia_X(0.7857),c:Verrucomicrobiae(0.7071),o:Verrucomicrobiales(0.4384),f:Verrucomicrobiaceae(0.1491),g:Verrucomicrobiaceae_X(0.0507),s:Verrucomicrobiaceae_X_sp.(0.0172)	+	k:Bacteria,d:PVC
Ga0335041|Ga0335041_0001223 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Eukaryota:plas(1.0000),d:Cryptista:plas(1.0000),p:Cryptophyta:plas-Cryptophyta_X:plas(1.0000),c:Cryptophyceae:plas(1.0000),o:Cryptomonadales:plas(0.9800),f:Cryptomonadales_X:plas(0.9604),g:Teleaulax:plas(0.8452),s:Teleaulax_sp.:plas(0.4479)	+	k:Eukaryota:plas,d:Cryptista:plas,p:Cryptophyta:plas-Cryptophyta_X:plas,c:Cryptophyceae:plas,o:Cryptomonadales:plas,f:Cryptomonadales_X:plas,g:Teleaulax:plas
Ga0335041|Ga0335041_0002659 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Bacteria(0.8200),d:PVC(0.5658),p:Planctomycetes-Planctomycetes_X(0.3847),c:Phycisphaerae(0.2578),o:Phycisphaerales(0.1495),f:Phycisphaeraceae(0.0867),g:Algisphaera(0.0217),s:Algisphaera_sp.(0.0054)	+	k:Bacteria
Ga0335041|Ga0335041_0002113 E Predicted Eukaryotic  rRNA (2042 bp) From domain V5r to V5r on complementary strand	k:Eukaryota(0.7400),d:TSAR(0.2886),p:Stramenopiles-Gyrista(0.0750),c:Bacillariophyceae(0.0188),o:Bacillariales(0.0047),f:Bacillariaceae(0.0012),g:Fragilariopsis(0.0003),s:Fragilariopsis_kerguelensis(0.0001)	+	
Ga0335041|Ga0335041_0003625 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9600),d:FCB(0.6816),p:Bacteroidetes-Bacteroidetes_X(0.4839),c:Bacteroidia(0.3388),o:Chitinophagales(0.1558),f:Saprospiraceae(0.0421),g:Lewinella(0.0059),s:Lewinella_sp.(0.0008)	+	k:Bacteria
Ga0335041|Ga0335041_0003689 E Predicted Eukaryotic  rRNA (2692 bp) From domain V1l to V9l on main strand	k:Eukaryota(0.4600),d:Cryptista(0.1932),p:Cryptophyta-Cryptophyta_X(0.0811),c:Cryptophyceae(0.0341),o:Cryptomonadales(0.0143),f:Cryptomonadales_X(0.0059),g:Teleaulax(0.0024),s:Teleaulax_amphioxeia(0.0010)	+	
Ga0335041|Ga0335041_0004764 E Predicted Eukaryotic  rRNA (2651 bp) From domain V1l to V9l on complementary strand	k:Eukaryota(1.0000),d:TSAR(0.9700),p:Rhizaria-Cercozoa(0.8633),c:Filosa-Imbricatea(0.7511),o:Filosa-Imbricatea_X(0.6384),f:Novel-clade-2(0.5235),g:Novel-clade-2_X(0.4293),s:Novel-clade-2_X_sp.(0.3520)	+	k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa
Ga0335041|Ga0335041_0004239 E Predicted Eukaryotic  rRNA (2644 bp) From domain V1l to V9l on main strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Alveolata-Dinoflagellata(1.0000),c:Dinophyceae(1.0000),o:Gymnodiniales(0.1600),f:Kareniaceae(0.0256),g:Karlodinium(0.0036),s:Karlodinium_veneficum(0.0005)	+	k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyceae
