Ga0334990|Ga0334990_0000740 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Eukaryota:plas(1.0000),d:Cryptista:plas(1.0000),p:Cryptophyta:plas-Cryptophyta_X:plas(1.0000),c:Cryptophyceae:plas(1.0000),o:Cryptomonadales:plas(1.0000),f:Cryptomonadales_X:plas(1.0000),g:Teleaulax:plas(0.8800),s:Teleaulax_sp.:plas(0.5368)	+	k:Eukaryota:plas,d:Cryptista:plas,p:Cryptophyta:plas-Cryptophyta_X:plas,c:Cryptophyceae:plas,o:Cryptomonadales:plas,f:Cryptomonadales_X:plas,g:Teleaulax:plas
Ga0334990|Ga0334990_0001048 E Predicted Eukaryotic  rRNA (1596 bp) From domain V5r to V5r on complementary strand	k:Bacteria(0.9600),d:PVC(0.8928),p:Verrucomicrobia-Verrucomicrobia_X(0.8303),c:Verrucomicrobiae(0.7722),o:Verrucomicrobiales(0.6177),f:Verrucomicrobiaceae(0.2162),g:Verrucomicrobiaceae_X(0.0757),s:Verrucomicrobiaceae_X_sp.(0.0265)	+	k:Bacteria,d:PVC,p:Verrucomicrobia-Verrucomicrobia_X
Ga0334990|Ga0334990_0000796 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9800),d:PVC(0.9506),p:Planctomycetes-Planctomycetes_X(0.9126),c:Planctomycetacia(0.8761),o:Planctomycetales(0.7972),f:Schlesneriaceae(0.6617),g:Planctopirus(0.5492),s:Planctopirus_sp.(0.4558)	+	k:Bacteria,d:PVC,p:Planctomycetes-Planctomycetes_X,c:Planctomycetacia
Ga0334990|Ga0334990_0000968 E Predicted Eukaryotic  rRNA (2039 bp) From domain V5r to V5r on main strand	k:Eukaryota(0.6400),d:TSAR(0.2688),p:Stramenopiles-Gyrista(0.0753),c:Bacillariophyceae(0.0181),o:Bacillariales(0.0043),f:Bacillariaceae(0.0010),g:Fragilariopsis(0.0002),s:Fragilariopsis_kerguelensis(0.0001)	+	
Ga0334990|Ga0334990_0001618 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Eukaryota:plas(0.7500),d:Archaeplastida:plas(0.5025),p:Chlorophyta:plas-Chlorophyta_X:plas(0.3166),c:Chlorophyceae:plas(0.1425),o:Chlamydomonadales:plas(0.0641),f:Chlamydomonadales_X:plas(0.0288),g:Dunaliella:plas(0.0058),s:Dunaliella_salina:plas(0.0010)	+	
Ga0334990|Ga0334990_0001800 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Bacteria(1.0000),d:Terrabacteria(0.9900),p:Actinobacteria-Actinobacteria_X(0.9702),c:Acidimicrobiia(0.7956),o:Microtrichales(0.5330),f:Microtrichales_X(0.1173),g:Microtrichales_XX(0.0258),s:Microtrichales_XX_sp.(0.0057)	+	k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X
Ga0334990|Ga0334990_0003115 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9500),d:PANNAM(0.8740),p:Proteobacteria-Proteobacteria_X(0.7953),c:Alphaproteobacteria(0.5090),o:Paracaedibacterales(0.0916),f:Paracaedibacteraceae(0.0165),g:Paracaedibacteraceae_X(0.0012),s:Paracaedibacteraceae_X_sp.(0.0001)	+	k:Bacteria,d:PANNAM
Ga0334990|Ga0334990_0002162 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Eukaryota:plas(0.0900),d:Archaeplastida:plas(0.0054),p:Chlorophyta:plas-Chlorophyta_X:plas(0.0003),c:Chlorophyceae:plas(0.0000),o:Chlamydomonadales:plas(0.0000),f:Chlamydomonadales_X:plas(0.0000),g:Haematococcus:plas(0.0000),s:Haematococcus_lacustris:plas(0.0000)	+	
Ga0334990|Ga0334990_0003590 E Predicted Eukaryotic  rRNA (2039 bp) From domain V5r to V5r on complementary strand	k:Eukaryota(0.6200),d:TSAR(0.2728),p:Stramenopiles-Gyrista(0.0682),c:Bacillariophyceae(0.0164),o:Bacillariales(0.0034),f:Bacillariaceae(0.0007),g:Fragilariopsis(0.0002),s:Fragilariopsis_kerguelensis(0.0000)	+	
Ga0334990|Ga0334990_0003953 E Predicted Eukaryotic  rRNA (1223 bp) From domain V5r to V5r on complementary strand	k:Bacteria(1.0000),d:Terrabacteria(1.0000),p:Actinobacteria-Actinobacteria_X(1.0000),c:Acidimicrobiia(1.0000),o:Microtrichales(1.0000),f:Ilumatobacteraceae(1.0000),g:CL50029_marine_group(1.0000),s:CL50029_marine_group_sp.(1.0000)	+	k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X,c:Acidimicrobiia,o:Microtrichales,f:Ilumatobacteraceae,g:CL50029_marine_group,s:CL50029_marine_group_sp.
