Ga0005851|Ga0005851_1000442 E Predicted Eukaryotic  rRNA (379 bp) From domain V1l to V2l on main strand	k:Eukaryota(1.0000),d:Obazoa(0.6200),p:Opisthokonta-Fungi(0.1178),c:Ascomycota(0.0177),o:Pezizomycotina(0.0027),f:Pezizomycotina_X(0.0001),g:Dictyocatenulata(0.0000),s:Dictyocatenulata_alba(0.0000)	+	k:Eukaryota
Ga0005851|Ga0005851_1000087 E Predicted Eukaryotic  rRNA (575 bp) From domain V8l to V9l on main strand	k:Eukaryota(1.0000),d:Excavata(0.8300),p:Discoba-Euglenozoa(0.6806),c:Euglenida(0.5581),o:Euglenophyceae(0.4521),f:Euglenaceae(0.2486),g:Euglena(0.0970),s:Euglena_deses(0.0116)	+	k:Eukaryota,d:Excavata
Ga0005851|Ga0005851_1000384 E Predicted Eukaryotic  rRNA (495 bp) From domain V1l to V1l on main strand	k:Eukaryota(1.0000),d:Excavata(1.0000),p:Discoba-Euglenozoa(1.0000),c:Euglenida(1.0000),o:Euglenophyceae(1.0000),f:Euglenaceae(1.0000),g:Euglenaria(1.0000),s:Euglenaria_caudata(1.0000)	+	k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Euglenida,o:Euglenophyceae,f:Euglenaceae,g:Euglenaria,s:Euglenaria_caudata
Ga0005851|Ga0005851_1000133 E Predicted Eukaryotic  rRNA (433 bp) From domain V1l to V1l on main strand	k:Eukaryota(1.0000),d:TSAR(0.3600),p:Stramenopiles-Gyrista(0.0612),c:Bacillariophyceae(0.0104),o:Bacillariales(0.0016),f:Bacillariaceae(0.0002),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	+	k:Eukaryota
Ga0005851|Ga0005851_1000973 E Predicted Eukaryotic  rRNA (870 bp) From domain V9r to V9r on main strand	k:Eukaryota(0.9900),d:Obazoa(0.5544),p:Opisthokonta-Metazoa(0.2550),c:Arthropoda(0.0969),o:Crustacea(0.0329),f:Branchiopoda(0.0082),g:Daphnia(0.0019),s:Daphnia_pulex(0.0004)	+	k:Eukaryota
Ga0005851|Ga0005851_1001179 E Predicted Eukaryotic  rRNA (587 bp) From domain V3l to V3r on main strand	k:Eukaryota(1.0000),d:TSAR(0.3500),p:Stramenopiles-Gyrista(0.0455),c:Bacillariophyceae(0.0050),o:Bacillariales(0.0005),f:Bacillariaceae(0.0001),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	+	k:Eukaryota
Ga0005851|Ga0005851_1001458 E Predicted Eukaryotic  rRNA (814 bp) From domain V4l to V4l on main strand	k:Eukaryota(1.0000),d:Excavata(0.9200),p:Discoba-Euglenozoa(0.8372),c:Euglenida(0.7619),o:Euglenophyceae(0.6933),f:Euglenaceae(0.5269),g:Euglena(0.3478),s:Euglena_deses(0.0696)	+	k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa
Ga0005851|Ga0005851_1001546 E Predicted Eukaryotic  rRNA (622 bp) From domain V4r to V5r on main strand	k:Eukaryota(1.0000),d:TSAR(0.5100),p:Stramenopiles-Gyrista(0.1734),c:Bacillariophyceae(0.0347),o:Bacillariales(0.0059),f:Bacillariaceae(0.0010),g:Fragilariopsis(0.0002),s:Fragilariopsis_kerguelensis(0.0000)	+	k:Eukaryota
Ga0005851|Ga0005851_1002655 E Predicted Eukaryotic  rRNA (438 bp) From domain V1l to V3l on main strand	k:Eukaryota:plas(0.1200),d:Archaeplastida:plas(0.0120),p:Chlorophyta:plas-Chlorophyta_X:plas(0.0012),c:Trebouxiophyceae:plas(0.0001),o:Watanabea-Clade:plas(0.0000),f:Watanabea-Clade_X:plas(0.0000),g:Chloroidium:plas(0.0000),s:Chloroidium_ellipsoideum:plas(0.0000)	-	
Ga0005851|Ga0005851_1002876 E Predicted Eukaryotic  rRNA (473 bp) From domain V1l to V3l on main strand	k:Eukaryota(1.0000),d:Excavata(1.0000),p:Discoba-Euglenozoa(1.0000),c:Euglenida(1.0000),o:Euglenida_X(1.0000),f:Peranemidae(1.0000),g:Peranema(1.0000),s:Peranema_trichophorum(1.0000)	+	k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Euglenida,o:Euglenida_X,f:Peranemidae,g:Peranema,s:Peranema_trichophorum
Ga0005851|Ga0005851_1003497 E Predicted Eukaryotic  rRNA (435 bp) From domain V7l to V8l on main strand	k:Eukaryota(1.0000),d:Amoebozoa(0.2800),p:Tubulinea-Tubulinea_X(0.0700),c:Elardia(0.0175),o:Arcellinida(0.0044),f:Sphaerothecina(0.0010),g:Arcella(0.0002),s:Arcella_vulgaris(0.0000)	+	k:Eukaryota
Ga0005851|Ga0005851_1003603 E Predicted Eukaryotic  rRNA (279 bp) From domain V1l to V1l on main strand	k:Eukaryota(0.9800),d:TSAR(0.1470),p:Stramenopiles-Gyrista(0.0118),c:Bacillariophyceae(0.0008),o:Bacillariales(0.0000),f:Bacillariaceae(0.0000),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	+	k:Eukaryota
