Ga0334989|Ga0334989_0000278 E Predicted Eukaryotic  rRNA (1592 bp) From domain V5r to V5r on main strand	k:Bacteria(1.0000),d:Terrabacteria(0.9800),p:Actinobacteria-Actinobacteria_X(0.9604),c:Acidimicrobiia(0.7779),o:Microtrichales(0.4823),f:Microtrichaceae(0.1013),g:Sva0996_marine_group(0.0213),s:Sva0996_marine_group_sp.(0.0045)	+	k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X
Ga0334989|Ga0334989_0000519 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Eukaryota:plas(1.0000),d:TSAR:plas(1.0000),p:Stramenopiles:plas-Gyrista:plas(1.0000),c:Mediophyceae:plas(0.8900),o:Thalassiosirales:plas(0.5073),f:Thalassiosiraceae:plas(0.2283),g:Thalassiosira:plas(0.1004),s:Thalassiosira_pseudonana:plas(0.0291)	+	k:Eukaryota:plas,d:TSAR:plas,p:Stramenopiles:plas-Gyrista:plas,c:Mediophyceae:plas
Ga0334989|Ga0334989_0000558 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Bacteria(1.0000),d:Terrabacteria(0.9800),p:Actinobacteria-Actinobacteria_X(0.9604),c:Acidimicrobiia(0.9412),o:Microtrichales(0.9130),f:Ilumatobacteraceae(0.8490),g:CL50029_marine_group(0.6028),s:CL50029_marine_group_sp.(0.4280)	+	k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X,c:Acidimicrobiia,o:Microtrichales,f:Ilumatobacteraceae
Ga0334989|Ga0334989_0000882 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Bacteria(1.0000),d:PVC(1.0000),p:Planctomycetes-Planctomycetes_X(1.0000),c:Planctomycetacia(1.0000),o:Planctomycetales(0.9900),f:Rubinisphaeraceae(0.9603),g:Rubinisphaeraceae_X(0.9219),s:Rubinisphaeraceae_X_sp.(0.8850)	+	k:Bacteria,d:PVC,p:Planctomycetes-Planctomycetes_X,c:Planctomycetacia,o:Planctomycetales,f:Rubinisphaeraceae,g:Rubinisphaeraceae_X,s:Rubinisphaeraceae_X_sp.
Ga0334989|Ga0334989_0002369 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9800),d:FCB(0.9310),p:Bacteroidetes-Bacteroidetes_X(0.8844),c:Bacteroidia(0.8314),o:Chitinophagales(0.7150),f:Saprospiraceae(0.5434),g:Lewinella(0.2228),s:Lewinella_sp.(0.0913)	+	k:Bacteria,d:FCB,p:Bacteroidetes-Bacteroidetes_X,c:Bacteroidia
Ga0334989|Ga0334989_0000967 E Predicted Eukaryotic  rRNA (2039 bp) From domain V5r to V5r on main strand	k:Eukaryota(0.5900),d:TSAR(0.2183),p:Stramenopiles-Gyrista(0.0480),c:Bacillariophyceae(0.0101),o:Bacillariales(0.0019),f:Bacillariaceae(0.0004),g:Fragilariopsis(0.0001),s:Fragilariopsis_kerguelensis(0.0000)	+	
Ga0334989|Ga0334989_0003203 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Bacteria(1.0000),d:PANNAM(1.0000),p:Proteobacteria-Proteobacteria_X(1.0000),c:Gammaproteobacteria(1.0000),o:Betaproteobacteriales(1.0000),f:Methylophilaceae(0.9800),g:Candidatus_Methylopumilus(0.9114),s:Candidatus_Methylopumilus_sp.(0.8476)	+	k:Bacteria,d:PANNAM,p:Proteobacteria-Proteobacteria_X,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Methylophilaceae,g:Candidatus_Methylopumilus,s:Candidatus_Methylopumilus_sp.
Ga0334989|Ga0334989_0003161 E Predicted Eukaryotic  rRNA (2639 bp) From domain V1l to V9l on main strand	k:Eukaryota(1.0000),d:TSAR(0.9900),p:Stramenopiles-Gyrista(0.9801),c:Chrysophyceae(0.7939),o:Chrysophyceae_X(0.2858),f:Chrysophyceae_XX(0.1029),g:Chrysophyceae_XXX(0.0360),s:Chrysophyceae_XXX_sp.(0.0126)	+	k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista
Ga0334989|Ga0334989_0003204 E Predicted Eukaryotic  rRNA (1910 bp) From domain V5r to V5r on main strand	k:Bacteria(1.0000),d:PANNAM(1.0000),p:Proteobacteria-Proteobacteria_X(1.0000),c:Alphaproteobacteria(1.0000),o:Sphingomonadales(1.0000),f:Sphingomonadaceae(1.0000),g:Sphingorhabdus(0.9400),s:Sphingorhabdus_sp.(0.8836)	+	k:Bacteria,d:PANNAM,p:Proteobacteria-Proteobacteria_X,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingorhabdus,s:Sphingorhabdus_sp.
Ga0334989|Ga0334989_0005242 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9900),d:Terrabacteria(0.9801),p:Actinobacteria-Actinobacteria_X(0.9605),c:Actinobacteria_XX(0.9221),o:Micrococcales(0.3504),f:Microbacteriaceae(0.0911),g:Rhodoluna(0.0091),s:Rhodoluna_sp.(0.0009)	+	k:Bacteria,d:Terrabacteria,p:Actinobacteria-Actinobacteria_X,c:Actinobacteria_XX
