Ga0315908|Ga0315908_10002560 E Predicted Eukaryotic  rRNA (1646 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9600),d:PVC(0.8736),p:Planctomycetes-Planctomycetes_X(0.7950),c:Planctomycetacia(0.7234),o:Pirellulales(0.5136),f:Pirellulaceae(0.3647),g:Blastopirellula(0.1459),s:Blastopirellula_sp.(0.0583)	+	k:Bacteria,d:PVC
Ga0315908|Ga0315908_10002693 E Predicted Eukaryotic  rRNA (1084 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9900),d:PVC(0.9801),p:Planctomycetes-Planctomycetes_X(0.9703),c:Planctomycetacia(0.9606),o:Pirellulales(0.8741),f:Pirellulaceae(0.7955),g:Pirellula(0.4375),s:Pirellula_sp.(0.2406)	+	k:Bacteria,d:PVC,p:Planctomycetes-Planctomycetes_X,c:Planctomycetacia,o:Pirellulales
Ga0315908|Ga0315908_10000207 E Predicted Eukaryotic  rRNA (1053 bp) From domain V5r to V5r on complementary strand	k:Bacteria(0.9800),d:PVC(0.9506),p:Planctomycetes-Planctomycetes_X(0.9221),c:Planctomycetacia(0.8944),o:Pirellulales(0.8497),f:Pirellulaceae(0.8072),g:Pirellula(0.6135),s:Pirellula_sp.(0.4662)	+	k:Bacteria,d:PVC,p:Planctomycetes-Planctomycetes_X,c:Planctomycetacia,o:Pirellulales,f:Pirellulaceae
Ga0315908|Ga0315908_10003303 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Eukaryota:plas(0.8700),d:Archaeplastida:plas(0.6960),p:Chlorophyta:plas-Chlorophyta_X:plas(0.4942),c:Chlorophyceae:plas(0.2668),o:Sphaeropleales:plas(0.1041),f:Sphaeropleales_X:plas(0.0323),g:Pseudomuriella:plas(0.0029),s:Pseudomuriella_schumacherensis:plas(0.0003)	+	k:Eukaryota:plas
Ga0315908|Ga0315908_10005153 E Predicted Eukaryotic  rRNA (1048 bp) From domain V1l to V1l on main strand	k:Eukaryota(0.9200),d:TSAR(0.4140),p:Stramenopiles-Gyrista(0.0704),c:Bacillariophyceae(0.0106),o:Bacillariales(0.0014),f:Bacillariaceae(0.0002),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	+	k:Eukaryota
Ga0315908|Ga0315908_10002721 E Predicted Eukaryotic  rRNA (2360 bp) From domain V1l to V7r on main strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Alveolata-Ciliophora(1.0000),c:CONTH_7(0.5100),o:CONTH_7_X(0.2601),f:CONTH_7_XX(0.1327),g:CONTH_7_XXX(0.0677),s:CONTH_7_XXX_sp.(0.0345)	+	k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora
Ga0315908|Ga0315908_10006615 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Eukaryota:mito(0.8400),d:TSAR:mito(0.7056),p:Stramenopiles:mito-Gyrista:mito(0.5927),c:Eustigmatophyceae:mito(0.4979),o:Eustigmatophyceae_X:mito(0.4182),f:Eustigmatophyceae_XX:mito(0.3513),g:Nannochloropsis:mito(0.2951),s:Nannochloropsis_oceanica:mito(0.2479)	+	k:Eukaryota:mito
Ga0315908|Ga0315908_10006390 E Predicted Eukaryotic  rRNA (1285 bp) From domain V5r to V5r on complementary strand	k:Bacteria(0.9900),d:FCB(0.9801),p:Bacteroidetes-Bacteroidetes_X(0.9703),c:Bacteroidia(0.9606),o:Chitinophagales(0.9318),f:Chitinophagaceae(0.8945),g:Chitinophagaceae_X(0.3041),s:Chitinophagaceae_X_sp.(0.1034)	+	k:Bacteria,d:FCB,p:Bacteroidetes-Bacteroidetes_X,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae
Ga0315908|Ga0315908_10005655 E Predicted Eukaryotic  rRNA (2634 bp) From domain V1l to V9l on complementary strand	k:Eukaryota(1.0000),d:Archaeplastida(1.0000),p:Chlorophyta-Chlorophyta_X(1.0000),c:Chlorophyceae(0.7500),o:Chlamydomonadales(0.2775),f:Chlamydomonadales_X(0.0999),g:Spongiochloris(0.0300),s:Spongiochloris_sp.(0.0090)	+	k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X
Ga0315908|Ga0315908_10007758 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Bacteria(1.0000),d:PANNAM(1.0000),p:Proteobacteria-Proteobacteria_X(1.0000),c:Gammaproteobacteria(1.0000),o:Betaproteobacteriales(1.0000),f:Burkholderiaceae(0.8700),g:Limnobacter(0.3915),s:Limnobacter_sp.(0.1762)	+	k:Bacteria,d:PANNAM,p:Proteobacteria-Proteobacteria_X,c:Gammaproteobacteria,o:Betaproteobacteriales,f:Burkholderiaceae
