Ga0335003|Ga0335003_0000271 E Predicted Eukaryotic  rRNA (1359 bp) From domain V5r to V5r on main strand	k:Bacteria(0.9700),d:FCB(0.8342),p:Bacteroidetes-Bacteroidetes_X(0.7174),c:Bacteroidia(0.6170),o:Chitinophagales(0.3393),f:Saprospiraceae(0.1154),g:Saprospiraceae_X(0.0150),s:Saprospiraceae_X_sp.(0.0019)	+	k:Bacteria,d:FCB
Ga0335003|Ga0335003_0000838 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Eukaryota:plas(1.0000),d:Archaeplastida:plas(1.0000),p:Chlorophyta:plas-Chlorophyta_X:plas(1.0000),c:Chlorodendrophyceae:plas(1.0000),o:Chlorodendrales:plas(1.0000),f:Chlorodendraceae:plas(1.0000),g:Tetraselmis:plas(1.0000),s:Tetraselmis_cordiformis:plas(0.9700)	+	k:Eukaryota:plas,d:Archaeplastida:plas,p:Chlorophyta:plas-Chlorophyta_X:plas,c:Chlorodendrophyceae:plas,o:Chlorodendrales:plas,f:Chlorodendraceae:plas,g:Tetraselmis:plas,s:Tetraselmis_cordiformis:plas
Ga0335003|Ga0335003_0000020 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Bacteria(0.9400),d:FCB(0.8648),p:Bacteroidetes-Bacteroidetes_X(0.7956),c:Bacteroidia(0.7320),o:Flavobacteriales(0.4245),f:NS9_marine_group(0.0722),g:NS9_marine_group_X(0.0123),s:NS9_marine_group_X_sp.(0.0021)	+	k:Bacteria,d:FCB
Ga0335003|Ga0335003_0000242 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on main strand	k:Eukaryota(0.7400),d:TSAR(0.3404),p:Stramenopiles-Gyrista(0.0919),c:Bacillariophyceae(0.0184),o:Bacillariales(0.0031),f:Bacillariaceae(0.0005),g:Fragilariopsis(0.0001),s:Fragilariopsis_kerguelensis(0.0000)	+	
Ga0335003|Ga0335003_0001066 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Bacteria(0.9400),d:PVC(0.8366),p:Verrucomicrobia-Verrucomicrobia_X(0.7446),c:Verrucomicrobiae(0.6627),o:Verrucomicrobiales(0.4175),f:Verrucomicrobiaceae(0.1294),g:Verrucomicrobiaceae_X(0.0401),s:Verrucomicrobiaceae_X_sp.(0.0124)	+	k:Bacteria,d:PVC
Ga0335003|Ga0335003_0001041 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Bacteria(1.0000),d:FCB(1.0000),p:Bacteroidetes-Bacteroidetes_X(1.0000),c:Bacteroidia(1.0000),o:Sphingobacteriales(1.0000),f:env.OPS_17(1.0000),g:env.OPS_17_X(1.0000),s:env.OPS_17_X_sp.(1.0000)	+	k:Bacteria,d:FCB,p:Bacteroidetes-Bacteroidetes_X,c:Bacteroidia,o:Sphingobacteriales,f:env.OPS_17,g:env.OPS_17_X,s:env.OPS_17_X_sp.
Ga0335003|Ga0335003_0002097 E Predicted Eukaryotic  rRNA (2039 bp) From domain V5r to V5r on complementary strand	k:Eukaryota(0.9600),d:TSAR(0.4896),p:Stramenopiles-Gyrista(0.1616),c:Bacillariophyceae(0.0469),o:Bacillariales(0.0131),f:Bacillariaceae(0.0037),g:Fragilariopsis(0.0010),s:Fragilariopsis_kerguelensis(0.0003)	-	k:Eukaryota
Ga0335003|Ga0335003_0002134 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Bacteria(1.0000),d:PANNAM(1.0000),p:Proteobacteria-Proteobacteria_X(1.0000),c:Alphaproteobacteria(1.0000),o:Sphingomonadales(1.0000),f:Sphingomonadaceae(1.0000),g:Sphingorhabdus(0.9900),s:Sphingorhabdus_sp.(0.9801)	+	k:Bacteria,d:PANNAM,p:Proteobacteria-Proteobacteria_X,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingorhabdus,s:Sphingorhabdus_sp.
Ga0335003|Ga0335003_0002218 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Bacteria(0.9600),d:PVC(0.8736),p:Verrucomicrobia-Verrucomicrobia_X(0.7950),c:Verrucomicrobiae(0.7234),o:Verrucomicrobiales(0.5498),f:Verrucomicrobiaceae(0.3519),g:Verrucomicrobiaceae_X(0.2252),s:Verrucomicrobiaceae_X_sp.(0.1441)	+	k:Bacteria,d:PVC
Ga0335003|Ga0335003_0003594 E Predicted Eukaryotic  rRNA (2041 bp) From domain V5r to V5r on complementary strand	k:Bacteria(0.9600),d:PANNAM(0.9024),p:Proteobacteria-Proteobacteria_X(0.8483),c:Alphaproteobacteria(0.5683),o:Paracaedibacterales(0.1137),f:Paracaedibacteraceae(0.0227),g:Paracaedibacteraceae_X(0.0023),s:Paracaedibacteraceae_X_sp.(0.0002)	+	k:Bacteria,d:PANNAM,p:Proteobacteria-Proteobacteria_X
