Ga0007751|Ga0007751_10000579 E Predicted Eukaryotic  rRNA (449 bp) From domain V1l to V1l on complementary strand	k:Eukaryota(0.9900),d:Archaeplastida(0.1881),p:Chlorophyta-Chlorophyta_X(0.0282),c:Ulvophyceae(0.0023),o:Ulvales-relatives(0.0002),f:Ulvales-relatives_X(0.0000),g:Ulva(0.0000),s:Ulva_compressa(0.0000)	+	k:Eukaryota
Ga0007751|Ga0007751_10000817 E Predicted Eukaryotic  rRNA (204 bp) From domain V5l to V5l on main strand	k:Eukaryota(0.8800),d:Archaeplastida(0.7744),p:Streptophyta-Streptophyta_X(0.6815),c:Embryophyceae(0.5997),o:Embryophyceae_X(0.5277),f:Embryophyceae_XX(0.4644),g:Arabidopsis(0.3576),s:Arabidopsis_thaliana(0.1609)	+	k:Eukaryota
Ga0007751|Ga0007751_10001654 E Predicted Eukaryotic  rRNA (281 bp) From domain V4l to V4l on complementary strand	k:Eukaryota(1.0000),d:Archaeplastida(0.9000),p:Streptophyta-Streptophyta_X(0.1530),c:Embryophyceae(0.0229),o:Embryophyceae_X(0.0034),f:Embryophyceae_XX(0.0005),g:Phaseolus(0.0001),s:Phaseolus_acutifolius(0.0000)	+	k:Eukaryota,d:Archaeplastida
Ga0007751|Ga0007751_10001621 E Predicted Eukaryotic  rRNA (261 bp) From domain V4l to V4r on complementary strand	k:Eukaryota(1.0000),d:Archaeplastida(1.0000),p:Chlorophyta-Chlorophyta_X(1.0000),c:Chlorophyceae(1.0000),o:Chlamydomonadales(1.0000),f:Chlamydomonadales_X(1.0000),g:Chlamydomonadales_XX(0.8100),s:Chlamydomonadales_XX_sp.(0.6561)	+	k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Chlamydomonadales_XX
Ga0007751|Ga0007751_10002488 E Predicted Eukaryotic  rRNA (341 bp) From domain V1l to V1l on main strand	k:Eukaryota(0.9900),d:TSAR(0.4851),p:Stramenopiles-Gyrista(0.2037),c:Bacillariophyceae(0.0754),o:Bacillariales(0.0188),f:Bacillariaceae(0.0047),g:Fragilariopsis(0.0012),s:Fragilariopsis_kerguelensis(0.0003)	+	k:Eukaryota
Ga0007751|Ga0007751_10002674 E Predicted Eukaryotic  rRNA (505 bp) From domain V5r to V5r on complementary strand	k:Eukaryota:plas(1.0000),d:TSAR:plas(1.0000),p:Stramenopiles:plas-Gyrista:plas(1.0000),c:Pelagophyceae:plas(1.0000),o:Pelagomonadales:plas(1.0000),f:Pelagomonadaceae:plas(1.0000),g:Pelagomonas:plas(0.6200),s:Pelagomonas_calceolata:plas(0.3162)	+	k:Eukaryota:plas,d:TSAR:plas,p:Stramenopiles:plas-Gyrista:plas,c:Pelagophyceae:plas,o:Pelagomonadales:plas,f:Pelagomonadaceae:plas
Ga0007751|Ga0007751_10002297 E Predicted Eukaryotic  rRNA (288 bp) From domain V4l to V4r on complementary strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Stramenopiles-Bigyra(1.0000),c:Bicoecea(1.0000),o:Pseudodendromonadales(1.0000),f:Pseudodendromonadales_X(1.0000),g:Pseudodendromonadales_XX(1.0000),s:Pseudodendromonadales_XX_sp.(1.0000)	+	k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Pseudodendromonadales,f:Pseudodendromonadales_X,g:Pseudodendromonadales_XX,s:Pseudodendromonadales_XX_sp.
Ga0007751|Ga0007751_10002568 E Predicted Eukaryotic  rRNA (455 bp) From domain V4l to V4r on complementary strand	k:Eukaryota(1.0000),d:Obazoa(1.0000),p:Opisthokonta-Fungi(1.0000),c:Chytridiomycota(1.0000),o:Rhizophydiales(1.0000),f:Rhizophydiales_X(1.0000),g:Rhizophydiales_XX(1.0000),s:Rhizophydiales_XX_sp.(1.0000)	+	k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Chytridiomycota,o:Rhizophydiales,f:Rhizophydiales_X,g:Rhizophydiales_XX,s:Rhizophydiales_XX_sp.
Ga0007751|Ga0007751_10002874 E Predicted Eukaryotic  rRNA (795 bp) From domain V4l to V5r on main strand	k:Eukaryota(1.0000),d:Haptista(1.0000),p:Centroplasthelida-Centroplasthelida_X(1.0000),c:Pterocystida(1.0000),o:Raphidista(1.0000),f:Raphidiophryidae(1.0000),g:Raphidiophrys(1.0000),s:Raphidiophrys_sp.(1.0000)	+	k:Eukaryota,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Pterocystida,o:Raphidista,f:Raphidiophryidae,g:Raphidiophrys,s:Raphidiophrys_sp.
Ga0007751|Ga0007751_10003558 E Predicted Eukaryotic  rRNA (311 bp) From domain V2r to V2r on complementary strand	k:Eukaryota(1.0000),d:Archaeplastida(0.9800),p:Chlorophyta-Chlorophyta_X(0.9114),c:Mamiellophyceae(0.6562),o:Dolichomastigales(0.4528),f:Dolichomastigaceae(0.3124),g:Dolichomastix(0.1562),s:Dolichomastix_tenuilepis(0.0781)	-	k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X
Ga0007751|Ga0007751_10003941 E Predicted Eukaryotic  rRNA (662 bp) From domain V7l to V9l on main strand	k:Eukaryota(1.0000),d:TSAR(0.8800),p:Rhizaria-Cercozoa(0.7128),c:Filosa-Granofilosea(0.5346),o:Filosa-Granofilosea_X(0.3956),f:Novel-Gran-6(0.2809),g:Novel-Gran-6_X(0.1994),s:Novel-Gran-6_X_sp.(0.1416)	+	k:Eukaryota,d:TSAR
Ga0007751|Ga0007751_10005030 E Predicted Eukaryotic  rRNA (584 bp) From domain V5r to V5r on main strand	k:Bacteria(1.0000),d:PANNAM(1.0000),p:Proteobacteria-Proteobacteria_X(1.0000),c:Alphaproteobacteria(0.9600),o:Paracaedibacterales(0.5184),f:Paracaedibacteraceae(0.2799),g:Candidatus_Finniella(0.0980),s:Candidatus_Finniella_sp.(0.0343)	+	k:Bacteria,d:PANNAM,p:Proteobacteria-Proteobacteria_X,c:Alphaproteobacteria
Ga0007751|Ga0007751_10005753 E Predicted Eukaryotic  rRNA (381 bp) From domain V1l to V2l on main strand	k:Eukaryota(1.0000),d:Obazoa(1.0000),p:Opisthokonta-Metazoa(1.0000),c:Mollusca(1.0000),o:Bivalvia(1.0000),f:Heteroconchia(1.0000),g:Dreissena(0.9700),s:Dreissena_rostriformis(0.6693)	+	k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Mollusca,o:Bivalvia,f:Heteroconchia,g:Dreissena
Ga0007751|Ga0007751_10005027 E Predicted Eukaryotic  rRNA (234 bp) From domain V5l to V5l on main strand	k:Eukaryota(1.0000),d:TSAR(0.9100),p:Alveolata-Ciliophora(0.7553),c:Oligohymenophorea(0.3776),o:Oligohymenophorea_X(0.0415),f:Oligohymenophorea_XX(0.0046),g:Pseudocyclidium(0.0005),s:Pseudocyclidium_longum(0.0001)	+	k:Eukaryota,d:TSAR
Ga0007751|Ga0007751_10006045 E Predicted Eukaryotic  rRNA (273 bp) From domain V2r to V2r on main strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Stramenopiles-Gyrista(1.0000),c:Chrysophyceae(0.9900),o:Chrysophyceae_Cluster-II(0.5445),f:Chrysophyceae_Cluster-II_X(0.2995),g:Chrysophyceae_Cluster-II_XX(0.1647),s:Chrysophyceae_Cluster-II_XX_sp.(0.0906)	-	k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae
Ga0007751|Ga0007751_10007057 E Predicted Eukaryotic  rRNA (868 bp) From domain V8l to V8l on complementary strand	k:Eukaryota(0.9600),d:TSAR(0.2016),p:Stramenopiles-Gyrista(0.0202),c:Bacillariophyceae(0.0016),o:Bacillariales(0.0001),f:Bacillariaceae(0.0000),g:Fragilariopsis(0.0000),s:Fragilariopsis_kerguelensis(0.0000)	+	k:Eukaryota
Ga0007751|Ga0007751_10005977 E Predicted Eukaryotic  rRNA (212 bp) From domain V8l to V8l on main strand	k:Eukaryota(1.0000),d:TSAR(0.7600),p:Stramenopiles-Gyrista(0.4864),c:Dictyochophyceae(0.2967),o:Dictyochophyceae_X(0.1810),f:Pedinellales(0.1104),g:Pedinellales_X(0.0629),s:Pedinellales_X_sp.(0.0359)	+	k:Eukaryota
Ga0007751|Ga0007751_10006545 E Predicted Eukaryotic  rRNA (274 bp) From domain V4l to V4r on complementary strand	k:Eukaryota(1.0000),d:TSAR(0.9800),p:Stramenopiles-Gyrista(0.8428),c:Eustigmatophyceae(0.4467),o:Eustigmatophyceae_X(0.2367),f:Eustigmatophyceae_XX(0.1255),g:Pseudocharaciopsis(0.0263),s:Pseudocharaciopsis_ovalis(0.0055)	+	k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista
Ga0007751|Ga0007751_10007367 E Predicted Eukaryotic  rRNA (612 bp) From domain V1l to V1l on main strand	k:Eukaryota(0.9800),d:TSAR(0.4018),p:Stramenopiles-Gyrista(0.1326),c:Bacillariophyceae(0.0411),o:Bacillariales(0.0107),f:Bacillariaceae(0.0028),g:Fragilariopsis(0.0007),s:Fragilariopsis_kerguelensis(0.0002)	+	k:Eukaryota
Ga0007751|Ga0007751_10007694 E Predicted Eukaryotic  rRNA (265 bp) From domain V4l to V4r on main strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Stramenopiles-Gyrista(1.0000),c:Chrysophyceae(1.0000),o:Chrysophyceae_Clade-EC2H(0.9900),f:Chrysophyceae_Clade-EC2H_X(0.9801),g:Chrysophyceae_Clade-EC2H_XX(0.9703),s:Chrysophyceae_Clade-EC2H_XX_sp.(0.9606)	+	k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Chrysophyceae_Clade-EC2H,f:Chrysophyceae_Clade-EC2H_X,g:Chrysophyceae_Clade-EC2H_XX,s:Chrysophyceae_Clade-EC2H_XX_sp.
Ga0007751|Ga0007751_10007552 E Predicted Eukaryotic  rRNA (298 bp) From domain V4l to V4r on complementary strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Stramenopiles-Gyrista(1.0000),c:Chrysophyceae(1.0000),o:Hibberdiales(1.0000),f:Hibberdiales_X(0.9200),g:Hibberdiales_XX(0.8464),s:Hibberdiales_XX_sp.(0.7787)	+	k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Hibberdiales,f:Hibberdiales_X,g:Hibberdiales_XX
Ga0007751|Ga0007751_10007525 E Predicted Eukaryotic  rRNA (326 bp) From domain V4r to V4r on complementary strand	k:Eukaryota(1.0000),d:Obazoa(1.0000),p:Opisthokonta-Metazoa(1.0000),c:Arthropoda(1.0000),o:Crustacea(1.0000),f:Branchiopoda(1.0000),g:Diaphanosoma(0.9500),s:Diaphanosoma_sp.(0.9025)	+	k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Arthropoda,o:Crustacea,f:Branchiopoda,g:Diaphanosoma,s:Diaphanosoma_sp.
Ga0007751|Ga0007751_10007745 E Predicted Eukaryotic  rRNA (288 bp) From domain V4l to V4r on complementary strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Alveolata-Ciliophora(1.0000),c:Litostomatea(1.0000),o:Haptoria_4(0.9800),f:Didiniidae(0.9604),g:Didiniidae_X(0.9412),s:Didiniidae_X_sp.(0.9224)	+	k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Haptoria_4,f:Didiniidae,g:Didiniidae_X,s:Didiniidae_X_sp.
Ga0007751|Ga0007751_10008013 E Predicted Eukaryotic  rRNA (283 bp) From domain V4l to V4l on complementary strand	k:Eukaryota(1.0000),d:Obazoa(0.9600),p:Opisthokonta-Fungi(0.9216),c:Chytridiomycota(0.8847),o:Chytridiomycota_X(0.8317),f:Chytridiomycota_XX(0.7818),g:Chytridiomycota_XXX(0.7348),s:Chytridiomycota_XXX_sp.(0.6908)	+	k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Chytridiomycota,o:Chytridiomycota_X
Ga0007751|Ga0007751_10008687 E Predicted Eukaryotic  rRNA (459 bp) From domain V5r to V5r on main strand	k:Eukaryota:plas(1.0000),d:TSAR:plas(1.0000),p:Stramenopiles:plas-Gyrista:plas(1.0000),c:Diatomeae_X:plas(0.1700),o:Diatomeae_XX:plas(0.0289),f:Diatomeae_XXX:plas(0.0049),g:Diatomeae_XXXX:plas(0.0008),s:Diatomeae_XXXX_sp.:plas(0.0001)	+	k:Eukaryota:plas,d:TSAR:plas,p:Stramenopiles:plas-Gyrista:plas
Ga0007751|Ga0007751_10008376 E Predicted Eukaryotic  rRNA (279 bp) From domain V7r to V8l on complementary strand	k:Eukaryota(1.0000),d:TSAR(1.0000),p:Stramenopiles-Bigyra(1.0000),c:Bicoecea(1.0000),o:Pseudodendromonadales(0.7300),f:Pseudodendromonadales_X(0.5329),g:Pseudodendromonadales_XX(0.3837),s:Pseudodendromonadales_XX_sp.(0.2763)	+	k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea
